Titel,Beschreibung,Breitengrad,Längengrad,Exakte Koordinaten,Adresse,Datei,Titel.1,Beschreibung.1,Quelle,Urheber:in,Referenz,Title,Description,Periode,Urheber,Technik,Country,Region,City,Lat,Lon,Coord-Quality-Score,Fallback,Ext-Calls,Deviation_km
"Zuoz, Reformierte Kirche, Grabtafel, Gesamtansicht","Zuoz GR. Kirche, Friedhof. Grabplatten an der Kirchen-Aussenwand und an einem Strebepfeiler. Aufnahme 1926.",46.6012885,9.9608039,Nein,Zuoz,lcmt-nabi-pctmp_ead_zing_11184_pctmp.jpg,1926,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M162268775,"Zuoz, Reformierte Kirche, Grabtafel, Gesamtansicht","Zuoz GR. Kirche, Friedhof. Grabplatten an der Kirchen-Aussenwand und an einem Strebepfeiler. Aufnahme 1926.",1926,Rudolf Zinggeler,,Switzerland,Kanton Graubünden,Zuoz,46.602091,9.9599105,4,False,1,0.11
"Porträt, Männliche Person, Zuoz","Zuoz GR. Ältester Einwohner (1926): Herr Willi, 87-jährig",46.6012885,9.9608039,Nein,Zuoz,lcmt-nabi-pctmp_ead_zing_11185_pctmp.jpg,1926,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M162268817,"Porträt, Männliche Person, Zuoz","Zuoz GR. Ältester Einwohner (1926): Herr Willi, 87-jährig",1926,Rudolf Zinggeler,,Switzerland,Kanton Graubünden,Zuoz,46.60206,9.95965,3,True,0,0.12
"Porträt, Männliche Person, Zuoz","Zuoz GR. Ältester Einwohner (1926): Herr Willi, 87-jährig",46.6012885,9.9608039,Nein,Zuoz,lcmt-nabi-pctmp_ead_zing_11186_pctmp.jpg,1926,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M162268852,"Porträt, Männliche Person, Zuoz","Zuoz GR. Ältester Einwohner (1926): Herr Willi, 87-jährig",1926,Rudolf Zinggeler,,Switzerland,Kanton Graubünden,Zuoz,46.60206,9.95965,3,True,0,0.12
"La Punt-Chamues-ch, Ortsteilansicht","Chamues-ch (Camogask?) GR. Dorfbild. Gasse, zwischen Engadiner Bauernhäuser und die Kirche, Anisicht von Südwesten.",46.5731335,9.9345738,Nein,Chamues-ch,lcmt-nabi-pctmp_ead_zing_11187_pctmp.jpg,1926,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M162268886,"La Punt-Chamues-ch, Ortsteilansicht","Chamues-ch (Camogask?) GR. Dorfbild. Gasse, zwischen Engadiner Bauernhäuser und die Kirche, Anisicht von Südwesten.",1926,Rudolf Zinggeler,,Switzerland,,Chamues-ch,46.5731335,9.9345738,2,True,1,0.0
"Samedan, Haus Planta, Gesamtaussenansicht",Samedan (Samaden) GR. Haus Planta am Plazzet. Aussenansicht Hauptfassade mit Vorplatz und Gartenmauer,46.5332403,9.874586,Nein,Samedan,lcmt-nabi-pctmp_ead_zing_11188_pctmp.jpg,1890-1936,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M162268928,"Samedan, Haus Planta, Gesamtaussenansicht",Samedan (Samaden) GR. Haus Planta am Plazzet. Aussenansicht Hauptfassade mit Vorplatz und Gartenmauer,1890-1936,Rudolf Zinggeler,,Switzerland,Kanton Graubünden,Samedan,46.53399,9.87276,3,True,0,0.16
"Porträt, Männliche Person, Graubünden","Schweiz. Älterer Bauer, Pfeife rauchend, Feierabend machend",,,Nein,,lcmt-nabi-pctmp_ead_zing_11189_pctmp.jpg,1890-1936,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M162268967,"Porträt, Männliche Person, Graubünden","Schweiz. Älterer Bauer, Pfeife rauchend, Feierabend machend",1890-1936,Rudolf Zinggeler,,Switzerland,,,,,0,False,0,
"Vicosoprano, Familiengruft zu St. Cassiano, Aussenteilansicht","Vicosoprano GR. Familiengrabstätte (Engel) mit sitzender, trauernder Frauengestalt aus weissem Marmor",44.570083,9.4017411,Nein,Vicosoprano,lcmt-nabi-pctmp_ead_zing_11191_pctmp.jpg,1928,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M162269029,"Vicosoprano, Familiengruft zu St. Cassiano","Vicosoprano GR. Familiengrabstätte (Engel) mit sitzender, trauernder Frauengestalt aus weissem Marmor",1928,Rudolf Zinggeler,,Switzerland,Kanton Graubünden,Vicosoprano,46.35112,9.6208,3,True,0,198.78
"Klosters-Serneus, Rhätische Bahn, Teilaussenansicht","Klosters GR. Dampflokomotive, 6-achsiger Rhätischen Bahn auf der Station Klosters",46.8829097,9.8750678,Nein,Klosters,lcmt-nabi-pctmp_ead_zing_11192_pctmp.jpg,1890-1936,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M162269073,"Klosters-Serneus, Rhätische Bahn, Teilansicht","Klosters GR. Dampflokomotive, 6-achsiger Rhätischen Bahn auf der Station Klosters",1890-1936,Rudolf Zinggeler,,Switzerland,Kanton Graubünden,Klosters,46.869383,9.8809843,4,False,1,1.57
"Poschiavo, Hotel Albrici, Sibyllensaal, Teilinnenansicht",Poschiavo GR. Hotel Albrici. lnneres: architektonisch gestaltete Türe mit Schnitzereien an der Umrahmung im Sibyllensaal,46.3263595,10.0581675,Nein,Poschiavo,lcmt-nabi-pctmp_ead_zing_11193_pctmp.jpg,1890-1936,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M162269112,"Poschiavo, Hotel Albrici, Sibyllensaal",Poschiavo GR. Hotel Albrici. lnneres: architektonisch gestaltete Türe mit Schnitzereien an der Umrahmung im Sibyllensaal,1890-1936,Rudolf Zinggeler,,Switzerland,Kanton Graubünden,Poschiavo,46.32441,10.05823,3,True,0,0.22
"Poschiavo, Hotel Albrici, Teilaussenansicht",Poschiavo GR. Hotel Albrici. Das Portal mit den Herren Besitzern,46.3263595,10.0581675,Nein,Poschiavo,lcmt-nabi-pctmp_ead_zing_11194_pctmp.jpg,1890-1936,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M162269150,"Poschiavo, Hotel Albrici, Teilaussenansicht",Poschiavo GR. Hotel Albrici. Das Portal mit den Herren Besitzern,1890-1936,Rudolf Zinggeler,,Switzerland,Kanton Graubünden,Poschiavo,46.32441,10.05823,3,True,0,0.22
"Poschiavo, Landschaft","Poschiavo GR. Ferienfreuden-Ferienlust. Zwei Knaben, an einem Wassertümpel mit Schifflein spielend: irgendwo im Bündnerland (bei Poschiavo)",46.3263595,10.0581675,Nein,Poschiavo,lcmt-nabi-pctmp_ead_zing_11195_pctmp.jpg,1890-1936,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M162269184,"Poschiavo, Landschaft","Poschiavo GR. Ferienfreuden-Ferienlust. Zwei Knaben, an einem Wassertümpel mit Schifflein spielend: irgendwo im Bündnerland (bei Poschiavo)",1890-1936,Rudolf Zinggeler,,Switzerland,Kanton Graubünden,Poschiavo,46.32441,10.05823,3,True,0,0.22
"Poschiavo, Landschaft",Poschiavo GR. Ferienfreuden-Ferienlust. Zwei Knaben im Freien an einem Wassertümpel mit Schifflein spielend,46.3263595,10.0581675,Nein,Poschiavo,lcmt-nabi-pctmp_ead_zing_11196_pctmp.jpg,1890-1936,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M162269235,"Poschiavo, Landschaft",Poschiavo GR. Ferienfreuden-Ferienlust. Zwei Knaben im Freien an einem Wassertümpel mit Schifflein spielend,1890-1936,Rudolf Zinggeler,,Switzerland,Kanton Graubünden,Poschiavo,46.32441,10.05823,3,True,0,0.22
"Poschiavo, Flussbett des Poschiavino, Teilansicht",Poschiavo GR. Landschaft. Der Talfluss Poschiavino mit seinen beidseitigen Ufern; Blick talabwärts,46.3263595,10.0581675,Nein,Poschiavo,lcmt-nabi-pctmp_ead_zing_11197_pctmp.jpg,circa 1917,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M162269286,"Poschiavo, Flussbett des Poschiavino",Poschiavo GR. Landschaft. Der Talfluss Poschiavino mit seinen beidseitigen Ufern; Blick talabwärts,1917,Rudolf Zinggeler,,Switzerland,Kanton Graubünden,Poschiavo,46.2,10.13333,5,False,0,15.19
"Graubünden, Landschaft [Lokalisierung unsicher]","Schweiz. Landschaft. Hang mit Waldpartien und Wiesen. Rasenplatz zwischen Lärchbäumen. Durchblick halde-abwärts und zu einem zackigen, hohen Bergmassiv empor (Puschlav oder Münstertal?)",,,Nein,,lcmt-nabi-pctmp_ead_zing_11198_pctmp.jpg,1890-1936,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M162269328,"Graubünden, Landschaft [Lokalisierung unsicher]","Schweiz. Landschaft. Hang mit Waldpartien und Wiesen. Rasenplatz zwischen Lärchbäumen. Durchblick halde-abwärts und zu einem zackigen, hohen Bergmassiv empor (Puschlav oder Münstertal?)",1890-1936,Rudolf Zinggeler,,Switzerland,,Müstair,,,0,False,0,
"Zernez, Ofenpass, Landschaft","Schweiz. Landschaft. Tiefeingeschnittenes Hochtal mit z.T. bewaldeten, z.T. felsigen Steilhängen. Aufnahme 1890-1936.",46.6979839,10.0943311,Nein,Zernez,lcmt-nabi-pctmp_ead_zing_11199_pctmp.jpg,1890-1936,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M162269379,"Zernez, Ofenpass, Landschaft","Schweiz. Landschaft. Tiefeingeschnittenes Hochtal mit z.T. bewaldeten, z.T. felsigen Steilhängen. Aufnahme 1890-1936.",1890-1936,Rudolf Zinggeler,,Switzerland,Kanton Graubünden,Zernez,46.63967,10.29249,5,False,0,16.45
"Cierfs, Landschaft","Tschierv GR. Landschaft mit Passstrasse und zweispänniger Postkutsche unterwegs: Passage am Ofenpass, Münstertalerseite; Blick in südöstlicher Seite talabwärts",46.6266097,10.3355555,Nein,Tschierv,lcmt-nabi-pctmp_ead_zing_11200_pctmp.jpg,1920,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M162269417,"Cierfs, Landschaft","Tschierv GR. Landschaft mit Passstrasse und zweispänniger Postkutsche unterwegs: Passage am Ofenpass, Münstertalerseite; Blick in südöstlicher Seite talabwärts",1920,Rudolf Zinggeler,,Switzerland,Kanton Graubünden,Tschierv,46.63967,10.29249,5,False,0,3.59
"St. Moritz, Ortsteilansicht","Ansicht des Dorfzentrums von Westen mit einigen grossen Hotels, von Westen",46.4978958,9.8392428,Nein,St. Moritz,lcmt-nabi-pctmp_ead_zing_11201_pctmp.jpg,1890-1936,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M162269464,"St. Moritz, Ortsteilansicht","Ansicht des Dorfzentrums von Westen mit einigen grossen Hotels, von Westen",1890-1936,Rudolf Zinggeler,,Switzerland,Kanton Graubünden,St. Moritz,46.49937,9.84327,3,True,0,0.35
"St. Moritz, Ortsteilansicht",Teilansicht des Dorfes von Osten,46.4978958,9.8392428,Nein,St. Moritz,lcmt-nabi-pctmp_ead_zing_11202_pctmp.jpg,1890-1936,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M162269499,"St. Moritz, Ortsteilansicht",Teilansicht des Dorfes von Osten,1890-1936,Rudolf Zinggeler,,Switzerland,Kanton Graubünden,St. Moritz,46.49937,9.84327,3,True,0,0.35
"St. Moritz, Ortsteilansicht","Blick aus dem Bahnhofquartier gegen Südwesten auf See, St. Moritz-Bad und Piz da la Margna",46.4978958,9.8392428,Nein,St. Moritz,lcmt-nabi-pctmp_ead_zing_11203_pctmp.jpg,1890-1936,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M162269539,"St. Moritz, Ortsteilansicht","Blick aus dem Bahnhofquartier gegen Südwesten auf See, St. Moritz-Bad und Piz da la Margna",1890-1936,Rudolf Zinggeler,,Switzerland,Kanton Graubünden,St. Moritz,46.49937,9.84327,3,True,0,0.35
"Sils im Engadin/Segl, Sils-Maria, Ortsteilansicht","Sils im Engadin GR. Landschaft, Dorfbild. Ein Hotel und Nachbarhäuser eingebettet in die Landschaft.",46.4305069,9.7631108,Nein,Sils im Engadin,lcmt-nabi-pctmp_ead_zing_11204_pctmp.jpg,1890-1936,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M162269580,"Sils im Engadin/Segl, Sils-Maria, Ortsteilansicht","Sils im Engadin GR. Landschaft, Dorfbild. Ein Hotel und Nachbarhäuser eingebettet in die Landschaft.",1890-1936,Rudolf Zinggeler,,Switzerland,,Sils im Engadin,46.428683,9.7637539,2,True,1,0.21
